id,nombre,apellido,email,sexo,dimensions,requirements,latitude,longitude
338,Ethyl,Brabant,ebrabant9d@cornell.edu,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":10}]",49.6859609,19.1804324
339,Evered,Lemanu,elemanu9e@liveinternet.ru,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2}]",49.7053582,18.6134596
340,Yolande,Godbolt,ygodbolt9f@about.me,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":2}]",19.1922834,-96.1679447
341,Gracie,Rigge,grigge9g@mtv.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":4}]",43.9373047,15.4435586
342,Seward,Yitzhak,syitzhak9h@ibm.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":8}]",41.805699,123.431472
343,Kaitlin,Danis,kdanis9i@nymag.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":3}]",9.696521,-84.051283
344,Charmaine,Engledow,cengledow9j@over-blog.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":3}]",31.2303904,121.4737021
345,Nathanael,Wentworth,nwentworth9k@privacy.gov.au,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":1},{""name"":""condicion fisica"",""score"":9}]",35.941521,115.390471
346,Hughie,Iggalden,higgalden9l@usda.gov,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":4}]",31.282291,116.196278
347,Sara,Webben,swebben9m@census.gov,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":9}]",-6.4761564,111.0400034
348,Dewain,Aps,daps9n@google.cn,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":7}]",45.5734042,-73.7316825
349,Reeta,Faughnan,rfaughnan9o@simplemachines.org,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":8}]",-7.45,108.033333
350,Shalna,Zecchini,szecchini9p@cbslocal.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":6}]",32.060255,118.796877
351,Stefano,Ronald,sronald9q@ca.gov,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":5},{""name"":""casco"",""score"":10}]",-23.3711864,-46.7575221
352,Ikey,Harryman,iharryman9r@slate.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":10}]",-30.5454936,-52.5257016
353,Shae,Tale,stale9s@mediafire.com,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":10}]",35.8746739,10.5718086
354,Cathie,Sargeaunt,csargeaunt9t@oakley.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":6}]",30.673618,118.382379
355,Towny,Cuxson,tcuxson9u@google.ru,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2}]",-6.7140331,111.6295545
356,Valenka,Krollmann,vkrollmann9v@ftc.gov,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5}]",56.9940675,13.209918
357,Bambie,Dowthwaite,bdowthwaite9w@businessinsider.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":8}]",-26.1631828,27.8252814
358,Mela,Shimwell,mshimwell9x@scientificamerican.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":8}]",33.2437603,131.6853045
359,Renelle,Deyenhardt,rdeyenhardt9y@ca.gov,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":3}]",22.9221592,-82.6861446
360,Stormie,Carlisle,scarlisle9z@indiatimes.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":1},{""name"":""casco"",""score"":9}]",37.8813153,127.7299707
361,Issiah,Rosenschein,irosenscheina0@washington.edu,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":6}]",29.705077,116.00193
362,Marje,Settle,msettlea1@technorati.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":4}]",47.6515359,28.0469428
363,Daren,Joret,djoreta2@hhs.gov,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6}]",30.856856,104.439763
364,Morena,Egginson,megginsona3@facebook.com,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7}]",42.5420213,-91.1118075
365,Wilburt,Picopp,wpicoppa4@cbslocal.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3}]",-7.6552991,109.9288452
366,Baird,Capeloff,bcapeloffa5@fastcompany.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":5}]",34.34866,106.009915
367,Alley,Sandry,asandrya6@jigsy.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":10}]",18.6500708,-74.3066879
368,Artemus,Abramovic,aabramovica7@wordpress.org,Male,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":9}]",-6.1664291,106.2125017
369,Hernando,Chetwind,hchetwinda8@arizona.edu,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":1}]",41.6167547,41.6367455
370,Pete,Foucher,pfouchera9@dell.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4}]",9.96752,-84.001624
371,Ashbey,MacAdam,amacadamaa@dell.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":1}]",43.525311,125.664662
372,Fred,Tetla,ftetlaab@weather.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":1},{""name"":""primeros auxilios"",""score"":3}]",39.9931853,46.9949562
373,Brenna,Petticrew,bpetticrewac@drupal.org,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":8}]",34.059263,115.680442
374,Paolo,Statersfield,pstatersfieldad@bravesites.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":6},{""name"":""condicion fisica"",""score"":4},{""name"":""casco"",""score"":9}]",18.9495378,-70.4076831
375,Evangelina,Helwig,ehelwigae@furl.net,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":4}]",-20.4363727,-51.3050851
376,Catarina,McKinstry,cmckinstryaf@cbc.ca,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":4}]",-22.602558,-43.9055155
377,Neall,Caswell,ncaswellag@technorati.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":9}]",-7.3498813,108.0861176
378,Lotti,McCormack,lmccormackah@toplist.cz,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":3},{""name"":""casco"",""score"":8}]",32.90871,35.63198
379,Issie,Tanzer,itanzerai@noaa.gov,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2}]",-24.2670414,-52.7241914
380,Willa,Tender,wtenderaj@cmu.edu,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":10}]",9.6496571,-75.1402908
381,Lurette,Kiggel,lkiggelak@woothemes.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":8}]",33.15806,69.31278
382,Cathi,Lewton,clewtonal@zdnet.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":1}]",45.590443,5.8930389
383,Genvieve,Whiskin,gwhiskinam@amazon.co.uk,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":9}]",8.77528,124.80222
384,Esma,O'Lagen,eolagenan@wp.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":2}]",57.7123057,14.3117654
385,Adam,Georgiev,ageorgievao@opensource.org,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":4},{""name"":""condicion fisica"",""score"":1}]",38.95389,127.89167
386,Cyrus,Kierans,ckieransap@techcrunch.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":9},{""name"":""casco"",""score"":7}]",8.909013,-75.9579358
387,Boot,Ludy,bludyaq@123-reg.co.uk,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":8}]",58.3209912,15.1341949
388,Lorelle,Albrighton,lalbrightonar@salon.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":2}]",22.7537259,91.714958
389,Cori,Bruhnicke,cbruhnickeas@addthis.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":8}]",37.895325,113.176433
390,Lorinda,Espinel,lespinelat@unicef.org,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":1}]",40.2676183,44.6810797
391,Tandy,Jerzak,tjerzakau@disqus.com,Female,"[{""name"":""Fuerza"",""score"":9},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":10},{""name"":""condicion fisica"",""score"":7}]",9.9821841,122.7382909
392,Adelheid,Senechell,asenechellav@techcrunch.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6}]",42.746368,-73.758719
393,Cally,Doerffer,cdoerfferaw@mlb.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":1}]",10.3840217,11.0966373
394,Chrisse,Meale,cmealeax@prnewswire.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":7},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":6}]",53.3169419,-6.251714
395,Bobbye,Wanderschek,bwanderschekay@house.gov,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":8}]",-8.2182795,112.2950314
